idx,imdb_id,title,genres,keywords,overview,popularity,release_date,tagline,vote_average,vote_count,overview_tk,tagline_tk
146,tt0268978,A Beautiful Mind,"['Drama', 'Romance']","['individual', 'schizophrenia', 'massachusetts', ""love of one's life"", 'intelligence', 'mathematician', 'market economy', 'economic theory', 'princeton university', 'nobel prize', 'mathematical theorem', 'm.i.t.', 'mathematics', 'delusion']","At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",11.93646,2001-12-11,I need to believe that something extra ordinary is possible...,7.7,3087,"['princeton', 'university', 'john', 'nash', 'struggles', 'make', 'worthwhile', 'contribution', 'serve', 'legacy', 'world', 'mathematics', 'finally', 'makes', 'revolutionary', 'breakthrough', 'eventually', 'earn', 'nobel', 'prize', 'graduate', 'school', 'turns', 'teaching', 'becoming', 'romantically', 'involved', 'student', 'alicia', 'meanwhile', 'government', 'asks', 'help', 'breaking', 'soviet', 'codes', 'soon', 'gets', 'involved', 'terrifying', 'conspiracy', 'plot', 'nash', 'grows', 'paranoid', 'discovery', 'turns', 'entire', 'world', 'upside', 'alicia', 'help', 'able', 'recover', 'mental', 'strength', 'regain', 'status', 'great', 'mathematician', 'know', 'today', '..']","['need', 'believe', 'something', 'extra', 'ordinary', 'possible']"
147,tt0051201,Witness for the Prosecution,"['Drama', 'Mystery', 'Crime']","['nurse', 'alibi', 'german', 'letter', 'widow', 'murder', 'lawyer', 'trial', 'cigarette smoking', 'courtroom', 'murder mystery', 'tiki culture']","When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits ??but the lure of the criminal courts is too much for him, especially when the case is so difficult.",9.730217,1957-12-17,The most electrifying entertainment of our time!,8.1,278,"['leonard', 'vole', 'arrested', 'sensational', 'murder', 'rich', 'middle-aged', 'widow', 'famous', 'sir', 'wilfrid', 'robarts', 'agrees', 'appear', 'behalf', 'sir', 'wilfrid', 'recovering', 'near-fatal', 'heart', 'attack', 'supposed', 'diet', 'bland', 'civil', 'suits', 'lure', 'criminal', 'courts', 'much', 'especially', 'case', 'difficult']","['electrifying', 'entertainment', 'time']"
148,tt0050986,Wild Strawberries,['Drama'],"['adultery', 'identity', 'dream', 'journey in the past', 'professor', 'self-awareness', 'reality', 'nightmare', 'aging', 'faith', 'child', 'acceptance']","Professor of medicine Isak Borg travels to Lund University in order to receive his anniversary title. Along the road he meets strangers and relatives, and in his dreams he is confronted with his own past as well as fear of insufficiency.",6.89416,1957-12-26,,7.9,306,"['professor', 'medicine', 'isak', 'borg', 'travels', 'lund', 'university', 'order', 'receive', 'anniversary', 'title', 'along', 'road', 'meets', 'strangers', 'relatives', 'dreams', 'confronted', 'past', 'well', 'fear', 'insufficiency']",[]
149,tt0042876,Rashomon,"['Crime', 'Drama', 'Mystery']","['japan', 'rape', 'samurai', 'rain', 'woodcutter', 'medium', 'sunlight', 'court case', 'dying and death', 'court', 'truth', 'criminal', 'multiple perspectives']","In ancient Japan a crime take place as told from three different travelers who have experienced the crime: a man being killed and his wife being raped. Which if any of the stories is true? An Akira Kurosawa film about morals, truth, and communication.",9.887355,1950-12-26,"The husband, the wife...or the bandit?",8,471,"['ancient', 'japan', 'crime', 'take', 'place', 'told', 'three', 'different', 'travelers', 'experienced', 'crime', ':', 'man', 'killed', 'wife', 'raped', 'stories', 'true', 'akira', 'kurosawa', 'film', 'morals', 'truth', 'communication']","['husband', 'wife', 'bandit']"
150,tt0245429,Spirited Away,"['Fantasy', 'Adventure', 'Animation', 'Family']","['witch', 'parent child relationship', 'magic', 'darkness', 'bath house', 'ghost world', 'parallel world', 'amusement park', 'youkai', 'japanese mythology', 'anime', 'spirits']",A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,41.048867,2001-07-20,The tunnel led Chihiro to a mysterious town...,8.3,3968,"['ten', 'year', 'old', 'girl', 'wanders', 'away', 'parents', 'along', 'path', 'leads', 'world', 'ruled', 'strange', 'unusual', 'monster-like', 'animals', 'parents', 'changed', 'pigs', 'along', 'others', 'inside', 'bathhouse', 'full', 'creatures', 'ever', 'see', 'world']","['tunnel', 'led', 'chihiro', 'mysterious', 'town']"
152,tt0167261,The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']","['elves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'based on novel', 'explosive', 'cave', 'fort', 'army', 'mission', 'attack', 'guide', 'wizard', 'ring', 'sword and sorcery']","Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",29.423537,2002-12-18,A New Power Is Rising.,8,7641,"['frodo', 'sam', 'trekking', 'mordor', 'destroy', 'one', 'ring', 'power', 'gimli', 'legolas', 'aragorn', 'search', 'orc-captured', 'merry', 'pippin', 'along', 'nefarious', 'wizard', 'saruman', 'awaits', 'fellowship', 'members', 'orthanc', 'tower', 'isengard']","['new', 'power', 'rising']"
154,tt0264464,Catch Me If You Can,"['Drama', 'Crime']","['con man', 'biography', 'fbi agent', 'overhead camera shot', 'attempted jailbreak', 'engagement party', 'mislaid trust', 'bank fraud', 'inspired by a true story']","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",19.833077,2002-12-25,The true story of a real fake.,7.7,3917,"['true', 'story', 'frank', 'abagnale', 'jr.', '19th', 'birthday', 'successfully', 'conned', 'millions', 'dollars', 'worth', 'checks', 'pan', 'pilot', 'doctor', 'legal', 'prosecutor', 'fbi', 'agent', 'makes', 'mission', 'put', 'behind', 'bars', 'frank', 'eludes', 'capture', 'revels', 'pursuit']","['true', 'story', 'real', 'fake']"
155,tt0253474,The Pianist,"['Drama', 'War']","['individual', 'resistance', 'radio station', 'war crimes', 'loss of family', 'child murderer', 'hunger', 'world war ii', 'prisoners of war', 'homeland', 'deportation', 'hiding place', 'ghetto riot', 'jew persecution', 'liberation', 'warsaw ghetto', 'polish resistance', 'nazis', 'biography', 'classical music', 'panzer', 'pianist']",The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,14.811594,2002-09-24,Music was his passion. Survival was his masterpiece.,8.1,1927,"['pianist', 'film', 'adapted', 'biography', 'wladyslaw', 'szpilman', 'jewish-polish', 'pianist', 'second', 'world', 'war', 'lived', 'hid', 'miraculously', 'warsaw', 'gone', 'terrible', 'tragedy', 'film', 'roman', 'polanski']","['music', 'passion', 'survival', 'masterpiece']"
156,tt0317248,City of God,"['Drama', 'Crime']","['male nudity', 'street gang', 'brazilian', 'photographer', '1970s', 'puberty', 'ghetto', 'gang war', 'coming of age', 'woman director', '1980s']","Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro???most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscap梨? Buscap梨?was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.",14.95927,2002-02-05,"If you run you're dead... if you stay, you're dead again. Period.",8.2,1852,"['cidade', 'de', 'deus', 'shantytown', 'started', '1960s', 'became', 'one', 'rio', 'de', 'janeiro', 'dangerous', 'places', 'beginning', '1980s', 'tell', 'story', 'place', 'movie', 'describes', 'life', 'various', 'characters', 'seen', 'point', 'view', 'narrator', 'raised', 'violent', 'environment', 'despite', 'feeling', 'odds', 'finds', 'life', 'seen', 'eyes', ':', 'eyes', 'artist', 'accident', 'becomes', 'professional', 'photographer', 'gaining', 'freedom']","['run', ""'re"", 'dead', 'stay', ""'re"", 'dead', 'period']"
157,tt0266543,Finding Nemo,"['Animation', 'Family']","['father son relationship', 'harbor', 'underwater', 'fish tank', 'great barrier reef', 'missing child', 'aftercreditsstinger', 'duringcreditsstinger', 'short term memory loss', 'clownfish', 'father son reunion', 'protective father']","Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",25.497794,2003-05-30,There are 3.7 trillion fish in the ocean. They're looking for one.,7.6,6292,"['nemo', 'adventurous', 'young', 'clownfish', 'unexpectedly', 'taken', 'great', 'barrier', 'reef', 'home', 'dentist', 'office', 'aquarium', 'worrisome', 'father', 'marlin', 'friendly', 'forgetful', 'fish', 'dory', 'bring', 'nemo', 'home', '--', 'meeting', 'vegetarian', 'sharks', 'surfer', 'dude', 'turtles', 'hypnotic', 'jellyfish', 'hungry', 'seagulls', 'along', 'way']","['3.7', 'trillion', 'fish', 'ocean', ""'re"", 'looking', 'one']"
158,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,"['Adventure', 'Fantasy', 'Action']","['exotic island', 'blacksmith', 'east india trading company', 'gold', 'marriage proposal', 'mutiny', 'jamaica', 'skeleton', 'daughter', 'governor', 'wooden eye', 'gold coin', 'pirate', 'alcoholic', 'swashbuckler', 'caribbean', 'aftercreditsstinger', 'pirate ship', 'capuchin monkey', 'tortuga']","Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",47.326665,2003-07-09,Prepare to be blown out of the water.,7.5,7191,"['jack', 'sparrow', 'freewheeling', '17th-century', 'pirate', 'roams', 'caribbean', 'sea', 'butts', 'heads', 'rival', 'pirate', 'bent', 'pillaging', 'village', 'port', 'royal', 'governor', 'daughter', 'kidnapped', 'sparrow', 'decides', 'help', 'girl', 'love', 'save', 'seafaring', 'mission', 'hardly', 'simple']","['prepare', 'blown', 'water']"
159,tt0046438,Tokyo Story,['Drama'],"['coma', 'beach', 'baby', 'fish', 'boat', 'office', 'baseball', 'classroom', 'dream', 'trip', 'lantern', 'lie', 'ambition', 'water', 'tea', 'song', 'retirement', 'cake', 'marriage', 'peace', 'class', 'swing', 'honor', 'gift', 'teacher', 'school', 'old man']","An old couple visit their children and grandchildren in the city, but the children have little time for them.",10.009423,1953-11-03,Isn't Life Depressing?,8.2,190,"['old', 'couple', 'visit', 'children', 'grandchildren', 'city', 'children', 'little', 'time']","['life', 'depressing']"
160,tt0044741,Ikiru,['Drama'],"['bureaucracy', 'japan', 'age difference', 'bar', 'office', 'night life', 'sense of life', 'playground', 'obsequies', 'swing', 'loneliness', 'infatuation', 'bureaucrat']"," he starts to look for the meaning of his life.""",7.843562,1952-10-09,One of the Great Films of Our Time!,8.1,208,"['starts', 'look', 'meaning', 'life']","['one', 'great', 'films', 'time']"
161,tt0055031,Judgment at Nuremberg,"['Drama', 'History']","['judge', 'concentration camp', 'world war ii', 'nazis', 'court case', 'national socialism', 'national socialist party', 'nuremberg trials', 'right and justice', 'trial']","In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.",9.697105,1961-12-01,The event the world will never forget,7.6,161,"['1947', 'four', 'german', 'judges', 'served', 'bench', 'nazi', 'regime', 'face', 'military', 'tribunal', 'answer', 'charges', 'crimes', 'humanity', 'chief', 'justice', 'haywood', 'hears', 'evidence', 'testimony', 'lead', 'defendant', 'ernst', 'janning', 'defense', 'attorney', 'hans', 'rolfe', 'also', 'widow', 'nazi', 'general', 'idealistic', 'u.s.', 'army', 'captain', 'reluctant', 'witness', 'irene', 'wallner']","['event', 'world', 'never', 'forget']"
162,tt0091251,Come and See,"['Drama', 'History', 'War']","['war crimes', 'world war ii', 'nazis', 'wehrmacht', 'insanity', 'surrealism', 'teenage girl', 'atrocity', 'genocide', 'russian army', 'mine field', 'horrors of war', 'premature aging', 'byelorussia', 'eastern front']","The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",12.643242,1985-07-01,,8.1,174,"['invasion', 'village', 'byelorussia', 'german', 'forces', 'sends', 'young', 'florya', 'forest', 'join', 'weary', 'resistance', 'fighters', 'family', 'wishes', 'meets', 'girl', 'glasha', 'accompanies', 'back', 'village', 'returning', 'home', 'florya', 'finds', 'family', 'fellow', 'peasants', 'massacred', 'continued', 'survival', 'amidst', 'brutal', 'debris', 'war', 'becomes', 'increasingly', 'nightmarish', 'battle', 'despair', 'hope']",[]
